"name","role","commentFull"
"GRASSLEY","speaker","Yes, go ahead."
"FEINSTEIN","speaker","May I — may I — may I respond? It’s my understanding that her story was leaked before the letter became public. And she testified that she had spoken to her friends about it and it’s most likely that that’s how the story leaked and that she had been asked by press. But it did not leak from us, I assure you of that."
"CORNYN","speaker","Well Mr. — Mr. Chairman, I — I’m a little confused. I thought only the member of the House and Senator Feinstein and her lawyers had the letter, so her friends she might have talked to about it couldn’t leak the letter if they just had a verbal conversation, unless she gave them a copy of the letter."
"FEINSTEIN","speaker","Senator, I don’t think the letter was ever leaked."
"CORNYN","speaker","Well how in — how did the press know to contact her about her complaint?"
"FEINSTEIN","speaker","She — apparently she testified here this morning that she had talked to friends about it, and the press had talked to her."
"GRASSLEY","speaker","Senator — or, Judge, since there was some reference to the problems — the legitimate problems and the — and the change of lifestyle that Dr. Ford, if you want some time to say the impact on your family, I’d be glad to hear you. If you don’t want to talk about it, that’s OK."
"KAVANAUGH","witness","I’ve — I’ve talked about that, Mr. Chairman."
"GRASSLEY","speaker","OK, then Senator Harris."
"HARRIS","speaker","Thank you. Judge Kavanaugh, have you taken a professionally administered polygraph test, as it relates to this issue?"
"KAVANAUGH","witness","No, the — I’ll do whatever the committee wants. Of course, those are not admissible in Federal court, but I’ll do whatever the committee wants, they’re not admissible in Federal court because they’re not reliable —"
"HARRIS","speaker","Thank you — thank you."
"KAVANAUGH","witness","As you know."
"HARRIS","speaker","So you’ve not taken one?"
"KAVANAUGH","witness","Right."
"HARRIS","speaker","All three of the women who have made sworn allegations against you have called for an independent FBI investigation in to the claims. You’ve been asked during the course of this hearing — by four different members by my count, at least eight times today, and also earlier this week on national television whether you would call for the White House to authorize an FBI investigation. Each time you have declined to do so. Now you know, I know you do — that the FBI is an agency of men and women who are sworn and trained law enforcement who in the course of conducting background investigations on nominees for the Supreme Court of the United States and others, are charged with conducting those background investigations because they are sworn law enforcement and they have the expertise and the ability and the history of doing that. So I’m going to ask you one last time, are you willing to ask the White House to authorize the FBI to investigate the claims that have been made against you?"
"KAVANAUGH","witness","I’ll do whatever the committee wants, of course —"
"HARRIS","speaker","And I’ve heard you say that —"
"KAVANAUGH","witness","The witness statements —"
"HARRIS","speaker","But I’ve not heard you answer a very specific question that’s been asked, which is, are you willing to ask the White House to conduct an investigation by the FBI to get to whatever you believe is the bottom of the allegations that have been levied against you?"
"KAVANAUGH","witness","The FBI would gather witness statements, you have witness statements —"
"HARRIS","speaker","Sir, it’s — I don’t want to debate with you how they do their business, I’m just asking are you willing to ask the White House to conduct such an investigation? Because as you are aware, the FBI did conduct a background investigation in to you, before we were aware of these most recent allegations. So are you willing to ask the White House to do it — and say yes or no and then we can move on."
